task,classifier,train_fraction,seed,n_train,true_label,predicted_label,count
gender,xgboost,1.0,34,13995,male,female,408
gender,xgboost,1.0,34,13995,male,male,1354
gender,mlp,1.0,34,13995,female,female,1339
gender,mlp,1.0,34,13995,female,male,398
gender,mlp,1.0,34,13995,male,female,382
gender,mlp,1.0,34,13995,male,male,1380
gender,logistic_regression,1.0,55,13995,female,female,1341
gender,logistic_regression,1.0,55,13995,female,male,396
gender,logistic_regression,1.0,55,13995,male,female,365
gender,logistic_regression,1.0,55,13995,male,male,1397
gender,random_forest,1.0,55,13995,female,female,1302
gender,random_forest,1.0,55,13995,female,male,435
gender,random_forest,1.0,55,13995,male,female,463
gender,random_forest,1.0,55,13995,male,male,1299
gender,hist_gradient_boosting,1.0,55,13995,female,female,1326
gender,hist_gradient_boosting,1.0,55,13995,female,male,411
gender,hist_gradient_boosting,1.0,55,13995,male,female,404
gender,hist_gradient_boosting,1.0,55,13995,male,male,1358
gender,xgboost,1.0,55,13995,female,female,1324
gender,xgboost,1.0,55,13995,female,male,413
gender,xgboost,1.0,55,13995,male,female,401
gender,xgboost,1.0,55,13995,male,male,1361
gender,mlp,1.0,55,13995,female,female,1291
gender,mlp,1.0,55,13995,female,male,446
gender,mlp,1.0,55,13995,male,female,337
gender,mlp,1.0,55,13995,male,male,1425
gender,logistic_regression,1.0,89,13995,female,female,1341
gender,logistic_regression,1.0,89,13995,female,male,396
gender,logistic_regression,1.0,89,13995,male,female,365
gender,logistic_regression,1.0,89,13995,male,male,1397
gender,random_forest,1.0,89,13995,female,female,1303
gender,random_forest,1.0,89,13995,female,male,434
gender,random_forest,1.0,89,13995,male,female,475
gender,random_forest,1.0,89,13995,male,male,1287
gender,hist_gradient_boosting,1.0,89,13995,female,female,1311
gender,hist_gradient_boosting,1.0,89,13995,female,male,426
gender,hist_gradient_boosting,1.0,89,13995,male,female,405
gender,hist_gradient_boosting,1.0,89,13995,male,male,1357
gender,xgboost,1.0,89,13995,female,female,1329
gender,xgboost,1.0,89,13995,female,male,408
gender,xgboost,1.0,89,13995,male,female,404
gender,xgboost,1.0,89,13995,male,male,1358
gender,mlp,1.0,89,13995,female,female,1332
gender,mlp,1.0,89,13995,female,male,405
gender,mlp,1.0,89,13995,male,female,370
